====================
Dataset: ml1m
====================

nDCG@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
3706	2.4187442148062093E-4	2.6392354897359277E-4	3.29785785121405E-4	2.2760695021664654E-4	1.0960700953957597E-4	3.053185211013E-5	2.353878521697299E-4	1.5344417638038743E-5

Recall@10
Target size	iMF (full)	iMF (test)	kNN (full/test)	Normalized kNN (full)	Normalized kNN (test)	Average Rating	Popularity	Random
0	1.2841219213946992E-4	1.351275814711382E-4	1.3227058494961444E-4	1.3068609806887017E-4	1.2618440138081262E-4	1.2736454730565247E-4	1.2554789204265952E-4	9.906130421233087E-5
1	1.2732119372598736E-4	1.3519924331118434E-4	1.3227058494961444E-4	1.3189370440939586E-4	1.2587350734282759E-4	1.2736454730565247E-4	1.2554789204265952E-4	9.707571803780027E-5
2	1.2726539697427238E-4	1.3532945473247314E-4	1.3227058494961444E-4	1.2993859757258274E-4	1.2575883777501216E-4	1.2693898369985204E-4	1.2554789204265952E-4	8.910904762375489E-5
5	1.2754873595802985E-4	1.3694263431826299E-4	1.3227058494961444E-4	1.3072064030730798E-4	1.2456725967877096E-4	1.2299976472965982E-4	1.239307503406179E-4	9.958900962648734E-5
10	1.2593880227831233E-4	1.3388567942395038E-4	1.306534432475728E-4	1.2706079329742427E-4	1.2187662439256887E-4	1.1675620233125228E-4	1.239307503406179E-4	1.006927544078493E-4
20	1.2654630106061912E-4	1.317875186650133E-4	1.2992710023935057E-4	1.2947612283317896E-4	1.2221366033294385E-4	1.1473674052693943E-4	1.239307503406179E-4	6.414275215535579E-5
50	1.2581821617032785E-4	1.3635733837318416E-4	1.2903630154553116E-4	1.2581627582329525E-4	8.491426871745789E-5	4.9824526750976336E-5	9.019006059120207E-5	2.6458322388011252E-5
100	1.2525897086448817E-4	1.26739083711705E-4	1.236080051477959E-4	1.2515271436432806E-4	4.746973233366832E-5	3.971408085533094E-5	8.295181296552092E-5	2.6102371637534445E-5
200	1.2388542208668828E-4	1.227320915487504E-4	9.028763370203937E-5	8.668568287967059E-5	3.878482607122674E-5	3.3607656923628984E-5	8.190757302799833E-5	1.4309534397218607E-5
500	8.314963344926154E-5	5.38594903504372E-5	8.563612119643225E-5	5.2809179737031874E-5	3.495593304798463E-5	2.2336088921234062E-5	7.810355304272379E-5	7.665657488060834E-6
1000	7.656600256538848E-5	4.0859273826336344E-5	8.000320696219833E-5	3.824246502394638E-5	2.620163540979766E-5	1.7644587025508118E-5	3.901199705530335E-5	3.0863567680854212E-6
2000	3.928312430210344E-5	3.5130168074823994E-5	7.522615351143601E-5	3.242837982011844E-5	1.9670420902249106E-5	8.935035553112847E-6	3.655637589857859E-5	1.2673491591645478E-6
3706	2.8548837359649395E-5	3.0276125646965376E-5	7.022051511323851E-5	2.6148794692213102E-5	1.269378485704343E-5	3.5675491140760574E-6	2.7915411611378075E-5	1.1902392440014062E-6

